Id;MAT_1SEM_PROM;FIS_1SEM_PROM;ING_1SEM_PROM;ACTF_1SEM_A;ACTF_1SEM_R;OTRANS_1SEM_A;OTRANS_1SEM_R;OTRANS_1SEM_PROM;ESP_1SEM_A;ESP_1SEM_R;ESP_1SEM_PROM;INS_1SEM;PROM_1SEM;MAT_2SEM_PROM;FIS_2SEM_PROM;ING_2SEM_PROM;ACTF_2SEM_A;ACTF_2SEM_R;OTRANS_2SEM_A;OTRANS_2SEM_R;OTRANS_2SEM_PROM;ESP_2SEM_A;ESP_2SEM_R;ESP_2SEM_PROM;INS_2SEM;PROM_2SEM;INSC_AnO;PROM_AnO;GENERO;NOM_CARRERA;TIPO_CARRERA;nombre_nacionalidad;descripcion_situacion_egreso_postulante;nombre_comuna_EM;nombre_provincia_EM;nombre_region_EM;nombre_dependencia_EM;nombre_grupo_dependencia_EM;descripcion_rama_educacional_EM;nombre_secretaria_admision;numero_estado_civil;descripcion_trabajo_remunerado;numero_horario_trabajo;descripcion_proseguir_estudios;descripcion_jefe_familia;descripcion_fuente_financiamiento_estudio_superior;descripcion_fuente_financiamiento_estudio_superior2;inferior_ingreso_bruto_fam;superior_ingreso_bruto_fam;nombre_cobertura_salud;descripcion_viven_padres;descripcion_nivel_educacion_padre;descripcion_nivel_educacion_madre;descripcion_situacion_ocupacional_padre;descripcion_situacion_ocupacional_madre;descripcion_tipo_organismo_trabajan_padre;descripcion_tipo_organismo_trabajan_madre;descripcion_ocupacion_principal_padre;descripcion_ocupacion_principal_madre;descripcion_rama_actividad_padre;descripcion_rama_actividad_madre;horas_promedio_trabajo;cantidad_personas_grupo_familiar;cuantos_trabajan_grupo_familiar;cuantos_estudian_grupo_pre_basica;cuantos_estudian_grupo_basica;cuantos_estudian_grupo_media_1_3;cuantos_estudian_grupo_media_4;cuantos_estudian_grupo_superior;cuantos_estudian_grupo_otras;ptje_nem;ptje_leng;ptje_mate;ptje_hycs;ptje_cien;Rotulo_Titulo
3415;56;;78;1;;2;;57;2;;75;7;66;72;;78;1;;1;;55;2;;74;6;70;13;68;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA DE SANTIAGO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Puente Alto;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;288001;432000;Isapre;Ambos viven;Universitaria completa;Universitaria incompleta;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Fiscal o semifiscal;Privado o particular;Profesional con cinco o más anos de estudios  universitarios;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;0;5;2;0;1;0;0;0;2;558;631;622;0;537;SI
3416;55;55;62;1;;;;;3;;75;7;66;67;;62;;;1;;77;4;;82;7;76;14;72;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Sin Datos;0;278000;Fonasa;Ambos viven;Básica incompleta;Básica incompleta;Activo& tiene trabajo remunerado;Otra situación;Privado o particular;Independiente;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;0;3;1;0;0;0;1;0;0;682;453;556;0;536;SI
3417;72;;65;1;;2;;66;2;;67;7;67;67;;62;1;;;1;52;2;;61;6;60;13;64;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;RANCAGUA;CACHAPOAL;REGION DEL LIBERTADOR GENERAL BERNARDO OHIGGINS;Corporación Municipal;Municipal ;Humanista científico diurno.;Rancagua;soltero(a);No;0;En pensión;Padre del postulante;Beca;Padres del Postulante;0;135000;Fonasa;Ambos viven;Básica completa;Media completa;Jubilado o pensionado (no reincorporado);Dueno de casa;Sin Datos;Dueno de casa;Oficios artesanales& talleres de joyeros& mueblista& sastre& modista&  peluquero& etc.;Dueno de casa;Sin datos;Dueno de casa.;0;5;1;0;1;0;0;2;0;620;550;598;591;543;SI
3418;56;55;71;;;;;;3;1;64;7;62;55;;75;;;2;;64;2;2;48;8;56;15;59;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;278001;834000;Otro;Ambos viven;Centro de formación técnica completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Dueno de casa;Servicios jurídicos& de orden y seguridad& Ministerio de Interior&  Justicia y Defensa& servicios jurídicos públicos y privados. FF.AA. y  Carabineros.;Dueno de casa.;0;4;1;0;0;0;1;1;0;496;470;586;0;537;NO
3420;62;;;1;;2;;58;1;3;48;8;53;50;25;;;;;;;;1;21;3;32;11;47;M;Técnico Universitario en Mecánica Industrial;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Beca;Préstamo;278001;834000;Isapre;Ambos viven;Universitaria completa;Centro de formación técnica completa;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Profesional con cinco o más anos de estudios  universitarios;Dueno de casa;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;Dueno de casa.;0;4;1;0;0;0;0;1;0;476;473;583;0;404;SI
3421;63;51;83;1;;2;;66;1;;67;7;66;44;61;64;1;;;;;4;;70;8;64;15;65;F;Técnico Universitario en Prevención de Riesgos;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILLOTA;QUILLOTA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Quillota;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;278001;834000;Isapre;Ambos viven;Media completa;Media completa;Cesante;Activo& tiene trabajo remunerado;Sin Datos;Fiscal o semifiscal;Sin Datos;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Sin datos;Comercio al por mayor y menor. Bancos y seguros;0;6;1;0;1;1;1;0;0;517;537;603;436;504;SI
3422;;49;;;;2;;79;;1;22;4;57;;;;;;;;;;;;;;4;57;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;GRANEROS;CACHAPOAL;REGION DEL LIBERTADOR GENERAL BERNARDO OHIGGINS;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Rancagua;soltero(a);No;0;Otros;Padre del postulante;Padres del Postulante;Padres del Postulante;405001;540000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Otro;Sin Datos;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;6;1;0;0;0;1;0;0;620;517;550;586;534;NO
3423;69;78;68;1;;1;;82;3;;63;8;70;67;;74;1;;;;;5;;71;8;71;16;70;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;SANTIAGO;SANTIAGO;REGION METROPOLITANA DE SANTIAGO;Particular no Subvencionado;Particular Pagado ;Humanista científico diurno.;Santiago;soltero(a);No;0;Con sus padres;Madre del postulante;Padres del Postulante;Sin Datos;834001;1400000;Isapre;Ambos viven;Otros estudios;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Independiente;Dueno de casa;Profesional con cinco o más anos de estudios  universitarios;Dueno de casa;Comercio al por mayor y menor. Bancos y seguros;Dueno de casa.;0;4;1;0;0;1;1;0;0;599;484;598;0;512;SI
3424;44;58;89;1;;2;;72;1;;67;7;67;57;;77;1;;1;;68;4;;73;8;71;15;69;M;Técnico Universitario en Prevención de Riesgos;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Santiago;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Beca;0;278000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Internacional;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;5;1;0;0;0;1;1;0;662;516;545;516;0;SI
3425;;;55;1;;1;;85;2;1;58;6;63;;;;1;;;;;4;1;56;6;56;12;60;M;Ingeniería de Ejecución en Mecánica de Procesos y Mantenimiento Industrial;INGENIERÍA;Chilena;Promoción anterior& Nacional - alumno regular.;RENGO;CACHAPOAL;REGION DEL LIBERTADOR GENERAL BERNARDO OHIGGINS;Municipal;Municipal ;Técnico profesional comercial.;Rancagua;soltero(a);No;0;Con familiares;Padre del postulante;Beca;Préstamo;0;278000;Fonasa;Sin Datos;Básica completa;Básica completa;Trabaja sólo ocasionalmente;Sin Datos;Independiente;Sin Datos;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Sin Datos;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Sin datos;0;3;1;0;0;1;0;0;0;539;575;591;0;576;SI
3426;;;77;;1;1;;69;2;;75;5;74;;;;1;;;;;5;;62;6;62;11;67;M;Ingeniería de Ejecución en Mecánica de Procesos y Mantenimiento Industrial;INGENIERÍA;Chilena;Promoción anterior& Nacional - alumno regular.;CASTRO;CHILOE;REGION DE LOS LAGOS;Corporación Municipal;Municipal ;Humanista científico diurno.;Concepción;soltero(a);No;0;En pensión;Padre del postulante;Préstamo;Padres del Postulante;720001;864000;Isapre;Ambos viven;Universitaria completa;Centro de formación técnica completa;Activo& tiene trabajo remunerado;Dueno de casa;Independiente;Dueno de casa;Profesional con cinco o más anos de estudios  universitarios;Sin Datos;Sin datos;Sin datos;0;6;1;0;0;1;0;2;0;579;474;671;0;603;SI
3427;;50;;;;2;;63;1;;63;4;60;57;;85;1;;;;;3;;64;6;67;10;64;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILLOTA;QUILLOTA;REGION DE VALPARAISO;Municipal;Municipal ;Humanista científico diurno.;Quillota;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;0;278000;Fonasa;Ambos viven;Media incompleta;Básica incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Sin datos;Dueno de casa.;0;7;2;0;0;0;1;0;0;723;638;637;600;565;NO
3430;40;20;20;;1;1;;66;;2;32;7;35;;;;;;;;;;;;;;7;35;M;Técnico Universitario en Proyectos de Ingeniería;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Préstamo;0;278000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Obrero urbano calificado& electricista& mecánico& carpintero& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;4;1;0;0;0;1;1;0;435;461;528;482;370;NO
3432;17;;55;1;;2;;62;1;1;46;7;48;;49;55;1;;;;;2;;63;5;57;12;52;F;Técnico Universitario en Control de Alimentos;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Sin Datos;Padre del postulante;Padres del Postulante;Sin Datos;0;278000;Fonasa;Sin Datos;Media completa;Media completa;Activo& tiene trabajo remunerado;Cesante;Privado o particular;Otro;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Comercio al por mayor y menor. Bancos y seguros;Dueno de casa.;0;2;1;0;0;0;1;0;0;579;547;482;519;433;NO
3434;60;55;79;;;;;;4;;68;7;67;60;;78;;;2;;65;4;;67;8;67;15;67;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Sin Datos;278001;834000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Fiscal o semifiscal;Fiscal o semifiscal;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Servicios de salud públicos y privados. Ministerio de Salud e  instituciones de salud.;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;5;2;0;0;1;1;0;0;620;552;602;494;548;SI
3435;55;;;1;;2;;64;4;;60;8;60;59;44;;;;;;;3;1;54;6;53;14;57;M;Técnico Universitario en Mecánica Industrial;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;SAN FERNANDO;COLCHAGUA;REGION DEL LIBERTADOR GENERAL BERNARDO OHIGGINS;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;San Fernando;soltero(a);No;0;En pensión;Padre del postulante;Padres del Postulante;Padres del Postulante;270001;405000;Fonasa;Ambos viven;Media incompleta;Media completa;Trabaja sólo ocasionalmente;Dueno de casa;Independiente;Dueno de casa;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;4;2;0;0;0;1;1;0;539;541;532;628;450;SI
3437;63;58;85;1;;2;;80;1;;66;7;72;56;;90;;1;1;;69;4;;72;8;72;15;72;M;Técnico Universitario en Prevención de Riesgos;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Vina del Mar;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Préstamo;576001;720000;Isapre;Ambos viven;Universitaria completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Profesional con cinco o más anos de estudios  universitarios;Dueno de casa;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;Dueno de casa.;0;5;1;0;2;0;1;0;0;517;605;594;688;0;NO
3438;12;;64;1;;1;1;54;1;1;44;7;45;49;;55;1;;1;;60;;;;4;55;11;48;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Vina del Mar;soltero(a);No;0;Con sus padres;Madre del postulante;Beca;Padres del Postulante;0;135000;Fonasa;Sólo la madre;Desconocida o sin información;Media incompleta;Sin Datos;Activo& tiene trabajo remunerado;Sin Datos;Privado o particular;Sin Datos;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Sin datos;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;0;2;1;0;0;0;1;0;0;579;564;523;0;518;NO
3439;71;;77;1;;1;;73;2;1;57;7;65;31;44;40;1;;;1;54;2;;58;7;48;14;56;F;Técnico Universitario en Matricería para Plásticos y Metales;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Sin Datos;0;278000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;Dueno de casa.;0;5;1;0;0;0;1;1;1;414;537;550;536;437;SI
3440;63;66;55;;;;;;4;;67;7;64;57;;55;;;1;1;62;4;;64;8;61;15;63;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;RENGO;CACHAPOAL;REGION DEL LIBERTADOR GENERAL BERNARDO OHIGGINS;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;Rancagua;soltero(a);No;0;En pensión;Padre del postulante;Padres del Postulante;Préstamo;144001;288000;Fonasa;Ambos viven;Básica completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Dueno de casa.;0;5;1;0;1;1;0;0;0;641;520;568;0;589;NO
3442;82;67;87;1;;;;;3;;87;7;83;68;;77;;;1;;88;4;;84;7;81;14;82;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;CON CON;VALPARAISO;REGION DE VALPARAISO;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;Otros;Otro familiar del postulante;Otras fuentes;Beca;0;278000;Fonasa;Ambos viven;Básica completa;Media incompleta;Trabaja sólo ocasionalmente;Trabaja sólo ocasionalmente;Otro;Privado o particular;Obrero agrícola o minero no calificado& obrero agrícola ganadero&  maderero& pescador& minero& etc.;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Agricultura& ganadería& pesca y caza.;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;0;5;2;1;0;0;0;0;0;641;541;591;0;542;SI
3443;;59;;;;2;;63;;1;35;4;55;57;;55;1;;;;;;3;13;6;30;10;41;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;RANCAGUA;CACHAPOAL;REGION DEL LIBERTADOR GENERAL BERNARDO OHIGGINS;Corporación Municipal;Municipal ;Humanista científico diurno.;Rancagua;soltero(a);No;0;En pensión;Padre del postulante;Padres del Postulante;Padres del Postulante;144001;288000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Comercio al por mayor y menor. Bancos y seguros;Dueno de casa.;0;5;1;0;0;0;1;2;0;641;543;666;0;552;NO
3444;;;84;1;;;;;2;;68;4;73;;55;70;1;;;;;3;;59;6;60;10;65;M;Ingeniería de Ejecución en Prevención De Riesgos;INGENIERÍA;Chilena;Promoción del ano& Nacional - alumno regular.;SAN ANTONIO;SAN ANTONIO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;San Antonio;soltero(a);No;0;En pensión;Madre del postulante;Préstamo;Otros familiares;675001;810000;Isapre;Ambos viven;Sin Datos;Universitaria completa;Otra situación;Activo& tiene trabajo remunerado;Sin Datos;Fiscal o semifiscal;Sin Datos;Profesional con cinco o más anos de estudios  universitarios;Sin datos;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;2;1;0;0;0;1;0;0;599;624;592;497;450;NO
3445;;67;;;;1;;95;;;;2;81;64;;74;;1;1;;72;5;;82;9;78;11;78;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Vina del Mar;soltero(a);No;0;Otros;Madre del postulante;Otros familiares;Beca;0;135000;Fonasa;Sólo la madre;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Dueno de casa.;0;4;0;0;1;1;0;0;0;599;497;554;529;548;SI
3446;55;73;78;;;;;;4;;74;7;72;69;;68;;;2;;61;3;1;62;8;63;15;67;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;CABILDO;PETORCA;REGION DE VALPARAISO;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;San Felipe;soltero(a);No;0;Con familiares;Padre del postulante;Padres del Postulante;Beca;0;278000;Fonasa;Ninguno vive;Básica completa;Básica incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;Dueno de casa.;0;5;1;1;1;0;1;0;0;723;571;523;639;0;SI
3447;67;;65;1;;1;;66;3;;71;7;69;62;59;67;1;;1;;60;3;;63;8;62;15;65;F;Técnico Universitario en Matricería para Plásticos y Metales;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;CALERA;QUILLOTA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Quillota;soltero(a);No;0;Con familiares;Padre del postulante;Padres del Postulante;Beca;135001;270000;Fonasa;Ambos viven;Media completa;Básica completa;Jubilado o pensionado (no reincorporado);Dueno de casa;Independiente;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Dueno de casa.;0;5;1;0;0;0;1;0;0;538;404;546;460;488;NO
3449;55;;59;1;;2;;58;1;1;31;7;49;55;;55;1;;1;;58;;;;4;56;11;51;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Sin Datos;278001;834000;Otro;Ambos viven;Universitaria incompleta;Centro de formación técnica completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Otro;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Comercio al por mayor y menor. Bancos y seguros;Dueno de casa.;0;3;1;0;0;0;0;0;1;517;541;628;0;549;NO
3450;55;58;56;;1;1;;68;2;;61;7;60;64;;11;;1;1;;73;4;;64;8;58;15;59;M;Técnico Universitario en Proyectos de Ingeniería;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Corporación de admisión delegada;Municipal ;Técnico profesional comercial.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;0;135000;Fonasa;Ambos viven;Media completa;Media incompleta;Otra situación;Activo& tiene trabajo remunerado;Independiente;Privado o particular;Obrero urbano calificado& electricista& mecánico& carpintero& etc.;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;0;3;1;0;0;0;0;0;1;458;513;567;514;0;SI
3451;81;61;70;1;;1;;72;2;;88;7;77;88;;61;1;;1;;56;3;;87;7;78;14;77;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);Ocasionalmente;4;Con sus padres;Madre del postulante;Préstamo;Beca;0;278000;Fonasa;Ambos viven;Sin Datos;Centro de formación técnica completa;Sin Datos;Activo& tiene trabajo remunerado;Sin Datos;Fiscal o semifiscal;Sin Datos;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Sin datos;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;24;3;3;0;0;0;0;1;0;620;414;602;499;473;SI
3453;55;46;55;;;;;;4;;62;7;58;35;55;66;;;1;1;54;2;;59;7;55;14;56;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;144001;288000;Fonasa;Ambos viven;Media incompleta;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Dueno de casa.;0;4;1;0;1;0;1;0;0;601;485;538;538;0;NO
