Id;MAT_1SEM_PROM;FIS_1SEM_PROM;ING_1SEM_PROM;ACTF_1SEM_A;ACTF_1SEM_R;OTRANS_1SEM_A;OTRANS_1SEM_R;OTRANS_1SEM_PROM;ESP_1SEM_A;ESP_1SEM_R;ESP_1SEM_PROM;INS_1SEM;PROM_1SEM;MAT_2SEM_PROM;FIS_2SEM_PROM;ING_2SEM_PROM;ACTF_2SEM_A;ACTF_2SEM_R;OTRANS_2SEM_A;OTRANS_2SEM_R;OTRANS_2SEM_PROM;ESP_2SEM_A;ESP_2SEM_R;ESP_2SEM_PROM;INS_2SEM;PROM_2SEM;INSC_AnO;PROM_AnO;GENERO;NOM_CARRERA;TIPO_CARRERA;nombre_nacionalidad;descripcion_situacion_egreso_postulante;nombre_comuna_EM;nombre_provincia_EM;nombre_region_EM;nombre_dependencia_EM;nombre_grupo_dependencia_EM;descripcion_rama_educacional_EM;nombre_secretaria_admision;numero_estado_civil;descripcion_trabajo_remunerado;numero_horario_trabajo;descripcion_proseguir_estudios;descripcion_jefe_familia;descripcion_fuente_financiamiento_estudio_superior;descripcion_fuente_financiamiento_estudio_superior2;inferior_ingreso_bruto_fam;superior_ingreso_bruto_fam;nombre_cobertura_salud;descripcion_viven_padres;descripcion_nivel_educacion_padre;descripcion_nivel_educacion_madre;descripcion_situacion_ocupacional_padre;descripcion_situacion_ocupacional_madre;descripcion_tipo_organismo_trabajan_padre;descripcion_tipo_organismo_trabajan_madre;descripcion_ocupacion_principal_padre;descripcion_ocupacion_principal_madre;descripcion_rama_actividad_padre;descripcion_rama_actividad_madre;horas_promedio_trabajo;cantidad_personas_grupo_familiar;cuantos_trabajan_grupo_familiar;cuantos_estudian_grupo_pre_basica;cuantos_estudian_grupo_basica;cuantos_estudian_grupo_media_1_3;cuantos_estudian_grupo_media_4;cuantos_estudian_grupo_superior;cuantos_estudian_grupo_otras;ptje_nem;ptje_leng;ptje_mate;ptje_hycs;ptje_cien
2588;;0;0;1;;;;;;3;9;6;5;;;;;;;;;;;;;;6;5;F;Ingeniería de Ejecución en Prevención De Riesgos;INGENIERÍA;Chilena;Promoción del ano& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Sin Datos;Padre del postulante;Padres del Postulante;Padres del Postulante;270001;405000;Capredena;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Dueno de casa;Servicios jurídicos& de orden y seguridad& Ministerio de Interior&  Justicia y Defensa& servicios jurídicos públicos y privados. FF.AA. y  Carabineros.;Dueno de casa.;0;3;1;0;0;0;1;0;0;641;517;592;473;482
2590;73;;76;;;2;;72;2;1;50;7;63;67;61;72;;;;;;1;1;44;5;58;12;61;F;Técnico Universitario en Química;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Madre del postulante;Beca;Beca;0;135000;Fonasa;Sin Datos;Sin Datos;Básica incompleta;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin datos;Sin datos;0;3;0;0;0;0;0;0;0;579;598;570;0;529
2611;41;;;;;2;;57;2;1;53;6;52;;39;57;;;;;;2;1;61;5;56;11;54;F;Técnico Universitario en Control del Medio Ambiente;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;SAN ANTONIO;SAN ANTONIO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;San Antonio;soltero(a);Sin Datos;0;En pensión;Padre del postulante;Padres del Postulante;Beca;0;278000;Fonasa;Ambos viven;Básica incompleta;Básica incompleta;Jubilado o pensionado (no reincorporado);Dueno de casa;Fiscal o semifiscal;Dueno de casa;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;Dueno de casa.;0;5;1;0;0;0;1;0;0;641;502;507;0;446
2615;67;;66;1;;2;;69;2;;59;7;65;78;;57;1;;1;;62;2;;72;6;68;13;66;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Municipal;Municipal ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con familiares;Padre del postulante;Padres del Postulante;Padres del Postulante;278001;834000;Isapre;Ambos viven;Universitaria completa;Media incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Profesional con cinco o más anos de estudios  universitarios;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;4;1;0;0;1;0;1;0;661;446;629;0;437
2618;;39;;;;2;;86;2;;93;5;79;62;;65;1;;1;;76;3;;80;7;74;12;76;F;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Sin Datos;Madre del postulante;Sin Datos;Beca;0;135000;Fonasa;Ambos viven;Media completa;Media completa;Cesante;No trabaja (enfermedad& edad avanzada);Independiente;Independiente;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;0;8;1;0;3;2;0;1;0;332;497;585;0;441
2642;85;59;83;1;;;;;3;;76;7;76;77;;86;;;1;;67;4;;77;7;77;14;76;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Madre del postulante;Beca;Padres del Postulante;144001;288000;Fonasa;Ambos viven;Media completa;Media completa;Cesante;Dueno de casa;Dueno de casa;Privado o particular;Sin Datos;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa.;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;0;5;0;0;0;1;1;0;1;517;529;601;0;592
2648;;;56;1;;1;;82;3;;66;6;67;;;;1;;;;;5;;60;6;60;12;64;M;Ingeniería de Ejecución en Mecánica de Procesos y Mantenimiento Industrial;INGENIERÍA;Chilena;Promoción anterior& Nacional - alumno regular.;MAIPU;SANTIAGO;REGION METROPOLITANA DE SANTIAGO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Santiago;soltero(a);No;0;Con familiares;Padre del postulante;Otros familiares;Préstamo;0;278000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Cooperativo;Dueno de casa;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;5;1;1;0;0;0;1;1;539;530;548;0;525
2651;;37;;;;2;;65;1;;66;4;58;12;37;61;1;;;;;;3;22;7;29;11;41;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;NOGALES;QUILLOTA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Quillota;soltero(a);Ocasionalmente;1;En pensión;Abuelo(a);Préstamo;Trabajo personal;144001;288000;Fonasa;Ambos viven;Media completa;Básica completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Otro;Dueno de casa;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;45;6;2;1;1;0;0;0;0;662;510;515;518;0
2662;75;;63;;;2;;60;3;;67;7;65;58;63;73;;;;;;3;;63;6;64;13;65;M;Técnico Universitario en Química;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Técnico profesional marítima.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;0;144000;Fonasa;Ambos viven;Básica incompleta;Básica incompleta;Jubilado o pensionado (no reincorporado);Trabaja sólo ocasionalmente;Otro;Independiente;Dueno de casa;Oficios artesanales& talleres de joyeros& mueblista& sastre& modista&  peluquero& etc.;Dueno de casa.;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;0;5;1;0;0;0;1;0;0;601;562;578;0;589
2664;35;;;;;2;;78;3;;61;6;62;;60;90;;;;;;4;;64;6;67;12;65;F;Técnico Universitario en Control del Medio Ambiente;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;SAN JOAQUIN;SANTIAGO;REGION METROPOLITANA DE SANTIAGO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Santiago;soltero(a);No;0;Con sus padres;Padre del postulante;Préstamo;Padres del Postulante;278001;834000;Isapre;Ambos viven;Media incompleta;Media incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Obrero urbano calificado& electricista& mecánico& carpintero& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;3;1;0;0;0;0;0;1;538;538;602;492;473
2668;55;;33;1;;1;;70;3;;73;7;63;16;31;;;1;1;;58;2;1;59;7;47;14;55;M;Técnico Universitario en Matricería para Plásticos y Metales;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Valparaíso;soltero(a);Sí& permanentemente;4;Con sus padres;Padre del postulante;Beca;Sin Datos;0;278000;Fonasa;Ambos viven;Básica completa;Media completa;No trabaja (enfermedad& edad avanzada);Dueno de casa;Privado o particular;Dueno de casa;Sin Datos;Dueno de casa;Sin datos;Dueno de casa.;64;6;1;0;0;1;0;1;0;437;499;574;547;491
2670;64;;82;1;;1;;69;3;;86;7;79;66;56;58;1;;1;;67;3;;73;8;67;15;72;M;Técnico Universitario en Matricería para Plásticos y Metales;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;SAN ESTEBAN;LOS ANDES;REGION DE VALPARAISO;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;San Felipe;soltero(a);No;0;En forma independiente;Padre del postulante;Padres del Postulante;Préstamo;288001;432000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Privado o particular;Obrero agrícola o minero calificado& mecánico& electricista&  tractorista& etc.;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Explotación de minas y canteras;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;4;2;0;1;0;0;0;0;560;525;558;507;0
2673;55;68;88;;;;;;4;;68;7;69;63;;64;;;1;1;53;3;1;53;8;55;15;62;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;LOS ANDES;LOS ANDES;REGION DE VALPARAISO;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;San Felipe;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;0;278000;Fonasa;Ambos viven;Media incompleta;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Independiente;Dueno de casa;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Dueno de casa;Comercio al por mayor y menor. Bancos y seguros;Dueno de casa.;0;4;1;0;0;0;1;0;0;621;537;536;552;0
2678;59;63;84;;1;2;;61;1;;62;7;65;56;;55;;1;1;;55;4;;73;8;65;15;65;M;Técnico Universitario en Prevención de Riesgos;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;CON CON;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;Con sus padres;Madre del postulante;Beca;Beca;0;278000;Fonasa;Ambos viven;Media completa;Media incompleta;Activo& tiene trabajo remunerado;Trabaja sólo ocasionalmente;Privado o particular;Dueno de casa;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;0;3;1;0;0;1;0;0;0;621;645;565;0;557
2682;30;;70;;;1;1;58;1;2;47;7;51;;63;72;;;;;;;1;48;3;61;10;54;M;Técnico Universitario en Química;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;PUNTA ARENAS;MAGALLANES;REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA;Corporación Municipal;Municipal ;Humanista científico diurno.;Punta Arenas;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Préstamo;278001;834000;Otro;Ambos viven;Otros estudios;Universitaria incompleta;Jubilado o pensionado (no reincorporado);Activo& tiene trabajo remunerado;Dueno de casa;Dueno de casa;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa.;Dueno de casa.;0;5;0;0;1;1;0;0;0;558;581;582;0;549
2686;68;;;1;;2;;82;4;;85;8;82;97;73;;;;;;;4;;75;6;78;14;80;M;Técnico Universitario en Mecánica Industrial;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;CARTAGENA;SAN ANTONIO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;San Antonio;soltero(a);No;0;Otros;Padre del postulante;Padres del Postulante;Beca;405001;540000;Isapre;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Dueno de casa;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;Dueno de casa.;0;5;1;0;2;0;0;0;1;743;603;612;671;495
2689;;61;;;;1;1;33;1;;77;4;51;34;;91;1;;;1;18;1;2;49;7;49;11;50;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;Con sus padres;Otra persona;Padres del Postulante;Padres del Postulante;0;278000;Fonasa;Ambos viven;Universitaria completa;Media completa;Trabaja sólo ocasionalmente;Dueno de casa;Independiente;Dueno de casa;Obrero urbano calificado& electricista& mecánico& carpintero& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;0;7;1;0;1;0;1;1;0;539;541;557;0;562
2693;32;37;60;1;;1;;78;;2;41;7;48;;;;;;;;;;;;;;7;48;M;Técnico Universitario en Proyecto y Diseno Mecánico;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;NOGALES;QUILLOTA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Quillota;soltero(a);No;0;En pensión;Padre del postulante;Beca;Otras fuentes;540001;675000;Isapre;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Obrero agrícola o minero calificado& mecánico& electricista&  tractorista& etc.;Dueno de casa;Explotación de minas y canteras;Dueno de casa.;0;5;1;0;1;0;1;0;0;476;546;499;559;0
2694;;;63;;;1;1;56;2;1;44;6;51;;42;55;;;;;;;1;29;3;42;9;48;M;Técnico Universitario en Química;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;RECOLETA;SANTIAGO;REGION METROPOLITANA DE SANTIAGO;Particular Subvencionado;Particular Subvencionado ;Humanista científico nocturno.;Santiago;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Otras fuentes;278001;834000;Otro;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;4;1;0;1;0;1;0;0;541;507;548;0;537
2695;74;79;82;1;;1;;56;2;;78;7;75;64;;55;1;;1;;70;3;;70;7;67;14;71;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;San Antonio;soltero(a);No;0;Con sus padres;Padre del postulante;Beca;Préstamo;0;278000;Otro;Ambos viven;Básica completa;Básica completa;Trabaja sólo ocasionalmente;Dueno de casa;Independiente;Dueno de casa;Obrero agrícola o minero no calificado& obrero agrícola ganadero&  maderero& pescador& minero& etc.;Dueno de casa;Agricultura& ganadería& pesca y caza.;Dueno de casa.;0;7;0;0;2;0;0;1;0;435;496;598;432;504
2701;55;20;48;1;;;;;1;2;49;7;45;;;;;;;;;;;;;;7;45;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;RANCAGUA;CACHAPOAL;REGION DEL LIBERTADOR GENERAL BERNARDO OHIGGINS;Corporación Municipal;Municipal ;Humanista científico diurno.;Rancagua;soltero(a);No;0;En pensión;Padre del postulante;Padres del Postulante;Padres del Postulante;0;135000;Fonasa;Sólo la madre;Media incompleta;Media incompleta;Cesante;Dueno de casa;Independiente;Dueno de casa;Obrero agrícola o minero no calificado& obrero agrícola ganadero&  maderero& pescador& minero& etc.;Dueno de casa;Agricultura& ganadería& pesca y caza.;Dueno de casa.;0;5;1;0;0;0;1;1;0;558;476;559;0;488
2703;57;58;91;1;;2;;70;1;;62;7;68;55;;87;1;;;1;42;4;;68;8;65;15;66;M;Técnico Universitario en Prevención de Riesgos;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Humanista científico diurno.;Valparaíso;soltero(a);Sin Datos;0;Sin Datos;Sin Datos;Sin Datos;Sin Datos;0;278000;Fonasa;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin datos;Sin datos;0;0;0;0;0;0;0;0;0;517;581;600;0;567
2708;84;82;68;1;;;;;1;2;43;7;61;56;;88;;;;1;28;1;3;51;7;54;14;57;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Humanista científico diurno.;Vina del Mar;soltero(a);No;0;Con sus padres;Madre del postulante;Padres del Postulante;Trabajo personal;0;144000;Fonasa;Ambos viven;Media completa;Media completa;Otra situación;Dueno de casa;Otro;Privado o particular;Obrero urbano calificado& electricista& mecánico& carpintero& etc.;Dueno de casa;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;Dueno de casa.;0;3;1;0;0;0;1;0;0;476;626;657;0;668
2715;;52;;;;2;;75;2;;78;5;72;81;;76;1;;1;;76;3;;72;7;75;12;73;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Humanista científico diurno.;Valparaíso;soltero(a);Sin Datos;0;Con sus padres;Padre del postulante;Padres del Postulante;Trabajo personal;0;278000;Fonasa;Ambos viven;Media completa;Básica incompleta;Cesante;Cesante;Independiente;Dueno de casa;Sin Datos;Dueno de casa;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;Dueno de casa.;0;4;0;0;0;0;1;0;0;455;458;633;503;0
2737;;33;;;;1;1;70;;1;19;4;48;;;;;;;;;;;;;;4;48;F;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;CALERA;QUILLOTA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Quillota;soltero(a);No;0;Con sus padres;Padre del postulante;Beca;Padres del Postulante;432001;576000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Independiente;Privado o particular;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Agricultura& ganadería& pesca y caza.;0;4;2;0;1;0;1;0;0;558;609;529;0;547
2738;76;37;72;1;;2;;80;1;;65;7;68;55;58;73;;;1;;61;4;;76;8;69;15;69;F;Técnico Universitario en Prevención de Riesgos;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILLOTA;QUILLOTA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Quillota;soltero(a);Sin Datos;0;Sin Datos;Padre del postulante;Sin Datos;Sin Datos;0;144000;Fonasa;Sin Datos;Básica incompleta;Media incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin datos;Sin datos;0;4;0;0;1;0;1;0;0;723;520;525;518;508
2739;38;;59;;1;1;;62;1;2;47;7;50;;39;70;;;1;;71;1;;55;4;59;11;54;M;Técnico Universitario en Matricería para Plásticos y Metales;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;278001;834000;Otro;Ambos viven;Otros estudios;Media completa;Jubilado o pensionado (no reincorporado);Dueno de casa;Fiscal o semifiscal;Dueno de casa;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Dueno de casa;Servicios jurídicos& de orden y seguridad& Ministerio de Interior&  Justicia y Defensa& servicios jurídicos públicos y privados. FF.AA. y  Carabineros.;Dueno de casa.;0;6;1;0;0;0;0;1;0;538;488;512;495;0
2741;56;72;63;;;;;;3;1;66;7;65;62;;55;;;2;;61;3;1;57;8;58;15;61;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;TALCA;TALCA;REGION DEL MAULE;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Talca;soltero(a);No;0;Otros;Madre del postulante;Otras fuentes;Trabajo personal;0;278000;Fonasa;Sólo la madre;Media incompleta;Media incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Otro;Dueno de casa;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;Dueno de casa.;0;3;1;0;1;0;0;0;0;601;505;540;0;539
2748;;55;;;;1;1;53;;1;47;4;52;55;;89;;1;;1;0;;3;40;7;44;11;47;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular no Subvencionado;Particular Pagado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con familiares;Padre del postulante;Padres del Postulante;Padres del Postulante;834001;1400000;Fonasa;Sólo el padre;Universitaria completa;Otros estudios;Activo& tiene trabajo remunerado;Otra situación;Cooperativo;Otro;Profesional con cinco o más anos de estudios  universitarios;Dueno de casa;Servicios de salud públicos y privados. Ministerio de Salud e  instituciones de salud.;Dueno de casa.;0;5;2;0;1;0;0;3;0;517;564;618;0;468
2751;74;36;84;;1;;1;0;;2;19;7;39;;;;;;;;;;;;;;7;39;M;Técnico Universitario en Proyecto y Diseno Mecánico;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;RANCAGUA;CACHAPOAL;REGION DEL LIBERTADOR GENERAL BERNARDO OHIGGINS;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Rancagua;soltero(a);No;0;En pensión;Padre del postulante;Padres del Postulante;Padres del Postulante;278001;834000;Isapre;Ambos viven;Media incompleta;Centro de formación técnica completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Privado o particular;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Agricultura& ganadería& pesca y caza.;0;5;2;0;0;1;1;0;0;517;526;557;479;307
2759;78;55;78;1;;;;;2;1;63;7;67;71;;68;;;1;;73;2;;79;5;74;12;70;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Otras fuentes;Padres del Postulante;0;278000;Fonasa;Ambos viven;Universitaria completa;Centro de formación técnica completa;Jubilado o pensionado (no reincorporado);Dueno de casa;Independiente;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;Dueno de casa.;0;5;1;0;1;1;0;1;0;599;518;536;0;488
